"Factors","p^a >","Smallest q^2ß","Smallest q^2ß <","Largest q^2ß","Largest q^2ß >","Q^2 =1 mod 16","Q^2 =1 mod 32","N >","N=1 mod 12","N=117 mod 468","N=81 mod 324","105 | N","s(n)/n˜"
(5^1641)(3^820)(13^820)(17^820)(19^820)(23^820)(29^820)(31^820)(37^820)(41^820),10^1147,q1^2ß1,10^392,q9^2ß9,10^1322,yes,no,10^10656,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1645)(3^822)(13^822)(17^822)(19^822)(23^822)(29^822)(31^822)(37^822)(41^822),10^1149,q1^2ß1,10^393,q9^2ß9,10^1325,no,no,10^10682,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1649)(3^824)(13^824)(17^824)(19^824)(23^824)(29^824)(31^824)(37^824)(41^824),10^1152,q1^2ß1,10^394,q9^2ß9,10^1328,yes,yes,10^10708,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1653)(3^826)(13^826)(17^826)(19^826)(23^826)(29^826)(31^826)(37^826)(41^826),10^1155,q1^2ß1,10^395,q9^2ß9,10^1332,no,no,10^10734,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1657)(3^828)(13^828)(17^828)(19^828)(23^828)(29^828)(31^828)(37^828)(41^828),10^1158,q1^2ß1,10^396,q9^2ß9,10^1335,yes,no,10^10760,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1661)(3^830)(13^830)(17^830)(19^830)(23^830)(29^830)(31^830)(37^830)(41^830),10^1160,q1^2ß1,10^397,q9^2ß9,10^1338,no,no,10^10786,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1665)(3^832)(13^832)(17^832)(19^832)(23^832)(29^832)(31^832)(37^832)(41^832),10^1163,q1^2ß1,10^397,q9^2ß9,10^1341,yes,yes,10^10812,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1669)(3^834)(13^834)(17^834)(19^834)(23^834)(29^834)(31^834)(37^834)(41^834),10^1166,q1^2ß1,10^398,q9^2ß9,10^1345,no,no,10^10838,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1673)(3^836)(13^836)(17^836)(19^836)(23^836)(29^836)(31^836)(37^836)(41^836),10^1169,q1^2ß1,10^399,q9^2ß9,10^1348,yes,no,10^10864,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1677)(3^838)(13^838)(17^838)(19^838)(23^838)(29^838)(31^838)(37^838)(41^838),10^1172,q1^2ß1,10^400,q9^2ß9,10^1351,no,no,10^10890,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1681)(3^840)(13^840)(17^840)(19^840)(23^840)(29^840)(31^840)(37^840)(41^840),10^1174,q1^2ß1,10^401,q9^2ß9,10^1354,yes,yes,10^10916,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1685)(3^842)(13^842)(17^842)(19^842)(23^842)(29^842)(31^842)(37^842)(41^842),10^1177,q1^2ß1,10^402,q9^2ß9,10^1357,no,no,10^10942,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1689)(3^844)(13^844)(17^844)(19^844)(23^844)(29^844)(31^844)(37^844)(41^844),10^1180,q1^2ß1,10^403,q9^2ß9,10^1361,yes,no,10^10968,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1693)(3^846)(13^846)(17^846)(19^846)(23^846)(29^846)(31^846)(37^846)(41^846),10^1183,q1^2ß1,10^404,q9^2ß9,10^1364,no,no,10^10994,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1697)(3^848)(13^848)(17^848)(19^848)(23^848)(29^848)(31^848)(37^848)(41^848),10^1186,q1^2ß1,10^405,q9^2ß9,10^1367,yes,yes,10^11020,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1701)(3^850)(13^850)(17^850)(19^850)(23^850)(29^850)(31^850)(37^850)(41^850),10^1188,q1^2ß1,10^406,q9^2ß9,10^1370,no,no,10^11046,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1705)(3^852)(13^852)(17^852)(19^852)(23^852)(29^852)(31^852)(37^852)(41^852),10^1191,q1^2ß1,10^407,q9^2ß9,10^1374,yes,no,10^11072,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1709)(3^854)(13^854)(17^854)(19^854)(23^854)(29^854)(31^854)(37^854)(41^854),10^1194,q1^2ß1,10^408,q9^2ß9,10^1377,no,no,10^11098,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1713)(3^856)(13^856)(17^856)(19^856)(23^856)(29^856)(31^856)(37^856)(41^856),10^1197,q1^2ß1,10^409,q9^2ß9,10^1380,yes,yes,10^11124,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1717)(3^858)(13^858)(17^858)(19^858)(23^858)(29^858)(31^858)(37^858)(41^858),10^1200,q1^2ß1,10^410,q9^2ß9,10^1383,no,no,10^11150,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1721)(3^860)(13^860)(17^860)(19^860)(23^860)(29^860)(31^860)(37^860)(41^860),10^1202,q1^2ß1,10^411,q9^2ß9,10^1386,yes,no,10^11176,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1725)(3^862)(13^862)(17^862)(19^862)(23^862)(29^862)(31^862)(37^862)(41^862),10^1205,q1^2ß1,10^412,q9^2ß9,10^1390,no,no,10^11202,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1729)(3^864)(13^864)(17^864)(19^864)(23^864)(29^864)(31^864)(37^864)(41^864),10^1208,q1^2ß1,10^413,q9^2ß9,10^1393,yes,yes,10^11228,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1733)(3^866)(13^866)(17^866)(19^866)(23^866)(29^866)(31^866)(37^866)(41^866),10^1211,q1^2ß1,10^414,q9^2ß9,10^1396,no,no,10^11254,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1737)(3^868)(13^868)(17^868)(19^868)(23^868)(29^868)(31^868)(37^868)(41^868),10^1214,q1^2ß1,10^415,q9^2ß9,10^1399,yes,no,10^11280,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1741)(3^870)(13^870)(17^870)(19^870)(23^870)(29^870)(31^870)(37^870)(41^870),10^1216,q1^2ß1,10^416,q9^2ß9,10^1403,no,no,10^11306,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1745)(3^872)(13^872)(17^872)(19^872)(23^872)(29^872)(31^872)(37^872)(41^872),10^1219,q1^2ß1,10^417,q9^2ß9,10^1406,yes,yes,10^11332,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1749)(3^874)(13^874)(17^874)(19^874)(23^874)(29^874)(31^874)(37^874)(41^874),10^1222,q1^2ß1,10^418,q9^2ß9,10^1409,no,no,10^11358,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1753)(3^876)(13^876)(17^876)(19^876)(23^876)(29^876)(31^876)(37^876)(41^876),10^1225,q1^2ß1,10^418,q9^2ß9,10^1412,yes,no,10^11384,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1757)(3^878)(13^878)(17^878)(19^878)(23^878)(29^878)(31^878)(37^878)(41^878),10^1228,q1^2ß1,10^419,q9^2ß9,10^1416,no,no,10^11410,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1761)(3^880)(13^880)(17^880)(19^880)(23^880)(29^880)(31^880)(37^880)(41^880),10^1230,q1^2ß1,10^420,q9^2ß9,10^1419,yes,yes,10^11436,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1765)(3^882)(13^882)(17^882)(19^882)(23^882)(29^882)(31^882)(37^882)(41^882),10^1233,q1^2ß1,10^421,q9^2ß9,10^1422,no,no,10^11462,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1769)(3^884)(13^884)(17^884)(19^884)(23^884)(29^884)(31^884)(37^884)(41^884),10^1236,q1^2ß1,10^422,q9^2ß9,10^1425,yes,no,10^11487,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1773)(3^886)(13^886)(17^886)(19^886)(23^886)(29^886)(31^886)(37^886)(41^886),10^1239,q1^2ß1,10^423,q9^2ß9,10^1428,no,no,10^11513,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1777)(3^888)(13^888)(17^888)(19^888)(23^888)(29^888)(31^888)(37^888)(41^888),10^1242,q1^2ß1,10^424,q9^2ß9,10^1432,yes,yes,10^11539,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1781)(3^890)(13^890)(17^890)(19^890)(23^890)(29^890)(31^890)(37^890)(41^890),10^1244,q1^2ß1,10^425,q9^2ß9,10^1435,no,no,10^11565,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1785)(3^892)(13^892)(17^892)(19^892)(23^892)(29^892)(31^892)(37^892)(41^892),10^1247,q1^2ß1,10^426,q9^2ß9,10^1438,yes,no,10^11591,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1789)(3^894)(13^894)(17^894)(19^894)(23^894)(29^894)(31^894)(37^894)(41^894),10^1250,q1^2ß1,10^427,q9^2ß9,10^1441,no,no,10^11617,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1793)(3^896)(13^896)(17^896)(19^896)(23^896)(29^896)(31^896)(37^896)(41^896),10^1253,q1^2ß1,10^428,q9^2ß9,10^1445,yes,yes,10^11643,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1797)(3^898)(13^898)(17^898)(19^898)(23^898)(29^898)(31^898)(37^898)(41^898),10^1256,q1^2ß1,10^429,q9^2ß9,10^1448,no,no,10^11669,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1801)(3^900)(13^900)(17^900)(19^900)(23^900)(29^900)(31^900)(37^900)(41^900),10^1258,q1^2ß1,10^430,q9^2ß9,10^1451,yes,no,10^11695,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1805)(3^902)(13^902)(17^902)(19^902)(23^902)(29^902)(31^902)(37^902)(41^902),10^1261,q1^2ß1,10^431,q9^2ß9,10^1454,no,no,10^11721,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1809)(3^904)(13^904)(17^904)(19^904)(23^904)(29^904)(31^904)(37^904)(41^904),10^1264,q1^2ß1,10^432,q9^2ß9,10^1457,yes,yes,10^11747,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1813)(3^906)(13^906)(17^906)(19^906)(23^906)(29^906)(31^906)(37^906)(41^906),10^1267,q1^2ß1,10^433,q9^2ß9,10^1461,no,no,10^11773,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1817)(3^908)(13^908)(17^908)(19^908)(23^908)(29^908)(31^908)(37^908)(41^908),10^1270,q1^2ß1,10^434,q9^2ß9,10^1464,yes,no,10^11799,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1821)(3^910)(13^910)(17^910)(19^910)(23^910)(29^910)(31^910)(37^910)(41^910),10^1272,q1^2ß1,10^435,q9^2ß9,10^1467,no,no,10^11825,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1825)(3^912)(13^912)(17^912)(19^912)(23^912)(29^912)(31^912)(37^912)(41^912),10^1275,q1^2ß1,10^436,q9^2ß9,10^1470,yes,yes,10^11851,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1829)(3^914)(13^914)(17^914)(19^914)(23^914)(29^914)(31^914)(37^914)(41^914),10^1278,q1^2ß1,10^437,q9^2ß9,10^1474,no,no,10^11877,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1833)(3^916)(13^916)(17^916)(19^916)(23^916)(29^916)(31^916)(37^916)(41^916),10^1281,q1^2ß1,10^438,q9^2ß9,10^1477,yes,no,10^11903,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1837)(3^918)(13^918)(17^918)(19^918)(23^918)(29^918)(31^918)(37^918)(41^918),10^1284,q1^2ß1,10^438,q9^2ß9,10^1480,no,no,10^11929,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1841)(3^920)(13^920)(17^920)(19^920)(23^920)(29^920)(31^920)(37^920)(41^920),10^1286,q1^2ß1,10^439,q9^2ß9,10^1483,yes,yes,10^11955,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1845)(3^922)(13^922)(17^922)(19^922)(23^922)(29^922)(31^922)(37^922)(41^922),10^1289,q1^2ß1,10^440,q9^2ß9,10^1486,no,no,10^11981,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1849)(3^924)(13^924)(17^924)(19^924)(23^924)(29^924)(31^924)(37^924)(41^924),10^1292,q1^2ß1,10^441,q9^2ß9,10^1490,yes,no,10^12007,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1853)(3^926)(13^926)(17^926)(19^926)(23^926)(29^926)(31^926)(37^926)(41^926),10^1295,q1^2ß1,10^442,q9^2ß9,10^1493,no,no,10^12033,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1857)(3^928)(13^928)(17^928)(19^928)(23^928)(29^928)(31^928)(37^928)(41^928),10^1297,q1^2ß1,10^443,q9^2ß9,10^1496,yes,yes,10^12059,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1861)(3^930)(13^930)(17^930)(19^930)(23^930)(29^930)(31^930)(37^930)(41^930),10^1300,q1^2ß1,10^444,q9^2ß9,10^1499,no,no,10^12085,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1865)(3^932)(13^932)(17^932)(19^932)(23^932)(29^932)(31^932)(37^932)(41^932),10^1303,q1^2ß1,10^445,q9^2ß9,10^1503,yes,no,10^12111,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1869)(3^934)(13^934)(17^934)(19^934)(23^934)(29^934)(31^934)(37^934)(41^934),10^1306,q1^2ß1,10^446,q9^2ß9,10^1506,no,no,10^12137,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1873)(3^936)(13^936)(17^936)(19^936)(23^936)(29^936)(31^936)(37^936)(41^936),10^1309,q1^2ß1,10^447,q9^2ß9,10^1509,yes,yes,10^12163,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1877)(3^938)(13^938)(17^938)(19^938)(23^938)(29^938)(31^938)(37^938)(41^938),10^1311,q1^2ß1,10^448,q9^2ß9,10^1512,no,no,10^12189,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1881)(3^940)(13^940)(17^940)(19^940)(23^940)(29^940)(31^940)(37^940)(41^940),10^1314,q1^2ß1,10^449,q9^2ß9,10^1516,yes,no,10^12215,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1885)(3^942)(13^942)(17^942)(19^942)(23^942)(29^942)(31^942)(37^942)(41^942),10^1317,q1^2ß1,10^450,q9^2ß9,10^1519,no,no,10^12241,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1889)(3^944)(13^944)(17^944)(19^944)(23^944)(29^944)(31^944)(37^944)(41^944),10^1320,q1^2ß1,10^451,q9^2ß9,10^1522,yes,yes,10^12267,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1893)(3^946)(13^946)(17^946)(19^946)(23^946)(29^946)(31^946)(37^946)(41^946),10^1323,q1^2ß1,10^452,q9^2ß9,10^1525,no,no,10^12293,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1897)(3^948)(13^948)(17^948)(19^948)(23^948)(29^948)(31^948)(37^948)(41^948),10^1325,q1^2ß1,10^453,q9^2ß9,10^1528,yes,no,10^12319,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1901)(3^950)(13^950)(17^950)(19^950)(23^950)(29^950)(31^950)(37^950)(41^950),10^1328,q1^2ß1,10^454,q9^2ß9,10^1532,no,no,10^12345,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1905)(3^952)(13^952)(17^952)(19^952)(23^952)(29^952)(31^952)(37^952)(41^952),10^1331,q1^2ß1,10^455,q9^2ß9,10^1535,yes,yes,10^12371,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1909)(3^954)(13^954)(17^954)(19^954)(23^954)(29^954)(31^954)(37^954)(41^954),10^1334,q1^2ß1,10^456,q9^2ß9,10^1538,no,no,10^12397,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1913)(3^956)(13^956)(17^956)(19^956)(23^956)(29^956)(31^956)(37^956)(41^956),10^1337,q1^2ß1,10^457,q9^2ß9,10^1541,yes,no,10^12423,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1917)(3^958)(13^958)(17^958)(19^958)(23^958)(29^958)(31^958)(37^958)(41^958),10^1339,q1^2ß1,10^458,q9^2ß9,10^1545,no,no,10^12449,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1921)(3^960)(13^960)(17^960)(19^960)(23^960)(29^960)(31^960)(37^960)(41^960),10^1342,q1^2ß1,10^459,q9^2ß9,10^1548,yes,yes,10^12475,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1925)(3^962)(13^962)(17^962)(19^962)(23^962)(29^962)(31^962)(37^962)(41^962),10^1345,q1^2ß1,10^459,q9^2ß9,10^1551,no,no,10^12501,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1929)(3^964)(13^964)(17^964)(19^964)(23^964)(29^964)(31^964)(37^964)(41^964),10^1348,q1^2ß1,10^460,q9^2ß9,10^1554,yes,no,10^12527,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1933)(3^966)(13^966)(17^966)(19^966)(23^966)(29^966)(31^966)(37^966)(41^966),10^1351,q1^2ß1,10^461,q9^2ß9,10^1557,no,no,10^12553,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1937)(3^968)(13^968)(17^968)(19^968)(23^968)(29^968)(31^968)(37^968)(41^968),10^1353,q1^2ß1,10^462,q9^2ß9,10^1561,yes,yes,10^12579,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1941)(3^970)(13^970)(17^970)(19^970)(23^970)(29^970)(31^970)(37^970)(41^970),10^1356,q1^2ß1,10^463,q9^2ß9,10^1564,no,no,10^12605,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1945)(3^972)(13^972)(17^972)(19^972)(23^972)(29^972)(31^972)(37^972)(41^972),10^1359,q1^2ß1,10^464,q9^2ß9,10^1567,yes,no,10^12631,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1949)(3^974)(13^974)(17^974)(19^974)(23^974)(29^974)(31^974)(37^974)(41^974),10^1362,q1^2ß1,10^465,q9^2ß9,10^1570,no,no,10^12657,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1953)(3^976)(13^976)(17^976)(19^976)(23^976)(29^976)(31^976)(37^976)(41^976),10^1365,q1^2ß1,10^466,q9^2ß9,10^1574,yes,yes,10^12683,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1957)(3^978)(13^978)(17^978)(19^978)(23^978)(29^978)(31^978)(37^978)(41^978),10^1367,q1^2ß1,10^467,q9^2ß9,10^1577,no,no,10^12709,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1961)(3^980)(13^980)(17^980)(19^980)(23^980)(29^980)(31^980)(37^980)(41^980),10^1370,q1^2ß1,10^468,q9^2ß9,10^1580,yes,no,10^12735,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
